date,open,high,low,close,Adj Close,Volume
2020-03-25 00:00:00-5:00,138.497833,142.400299,132.481033,136.110245,136.110245,1915237.25
2020-03-26 00:00:00-5:00,136.168091,139.832397,133.297791,138.506699,138.506699,1066370.875
2020-03-27 00:00:00-5:00,138.543289,141.560486,129.753677,131.363419,131.363419,1037753.25
2020-03-30 00:00:00-5:00,124.487747,135.434753,124.097778,132.127213,132.127213,1065484.25
2020-03-31 00:00:00-5:00,132.13118,135.073212,130.403564,132.799835,132.799835,696306.5
2020-04-01 00:00:00-5:00,132.797806,137.080261,128.664398,135.801498,135.801498,877699.25
2020-04-02 00:00:00-5:00,135.804398,149.977219,135.14006,141.371719,141.371719,1567643.125
2020-04-03 00:00:00-5:00,141.328659,146.759293,137.406998,141.35704,141.35704,1017029.188
2020-04-06 00:00:00-5:00,142.732285,172.036499,142.667435,171.369461,171.369461,2323797.25
2020-04-07 00:00:00-5:00,171.384048,176.386185,162.058746,164.629349,164.629349,2541608.5
2020-04-08 00:00:00-5:00,164.624741,174.528336,163.583923,173.149185,173.149185,1362326.125
2020-04-09 00:00:00-5:00,173.196732,173.41066,165.636734,169.580338,169.580338,916447.3125
2020-04-13 00:00:00-5:00,158.632599,159.089081,149.869308,156.396301,156.396301,1437929.125
2020-04-14 00:00:00-5:00,156.402878,162.099838,155.285919,158.498962,158.498962,1002401.688
2020-04-15 00:00:00-5:00,158.500519,161.330048,152.050156,152.754578,152.754578,966454.375
2020-04-16 00:00:00-5:00,152.765564,174.988007,148.307312,172.353714,172.353714,2290909.5
2020-04-17 00:00:00-5:00,172.37149,175.001862,168.375778,170.767715,170.767715,982580
2020-04-20 00:00:00-5:00,180.084839,186.5,166.938187,170.288666,170.288666,2502311
2020-04-21 00:00:00-5:00,170.238892,174.707306,168.10881,170.785843,170.785843,1481568.875
2020-04-22 00:00:00-5:00,170.778046,184.061249,169.857056,182.797272,182.797272,1581131.625
2020-04-23 00:00:00-5:00,182.800156,193.365128,178.215836,185.622162,185.622162,2431161.5
2020-04-24 00:00:00-5:00,185.605835,189.804047,184.789566,187.57843,187.57843,1331028.5
2020-04-27 00:00:00-5:00,197.461288,199.095459,189.372345,196.431427,196.431427,1215873
2020-04-28 00:00:00-5:00,196.427551,198.345184,192.360657,196.329407,196.329407,834420.4375
2020-04-29 00:00:00-5:00,196.347946,219.015579,196.317322,215.409454,215.409454,2298667.25
2020-04-30 00:00:00-5:00,215.452301,227.288864,201.959183,206.13884,206.13884,2521445.5
2020-05-01 00:00:00-5:00,206.116837,217.251968,205.990372,212.006897,212.006897,1088215.625
2020-05-04 00:00:00-5:00,209.933014,210.660049,194.910202,206.584061,206.584061,1998502.25
2020-05-05 00:00:00-5:00,206.610764,211.750687,201.090729,205.28923,205.28923,1149020
2020-05-06 00:00:00-5:00,205.312424,210.8255,199.016312,200.080292,200.080292,1496179.625
2020-05-07 00:00:00-5:00,198.914886,215.229446,196.741241,212.088272,212.088272,1805637.375
2020-05-08 00:00:00-5:00,212.094574,216.609238,206.984131,211.382767,211.382767,1478106.75
2020-05-11 00:00:00-5:00,187.629211,192.972504,176.699097,185.732056,185.732056,1965352.75
2020-05-12 00:00:00-5:00,185.787018,192.110413,185.531357,189.890305,189.890305,999585.9375
2020-05-13 00:00:00-5:00,189.793274,201.100006,188.352615,199.638809,199.638809,982239.125
2020-05-14 00:00:00-5:00,199.655716,206.06572,195.676208,203.294891,203.294891,1313743.25
2020-05-15 00:00:00-5:00,203.305923,204.112198,191.615021,194.836349,194.836349,1063860.75
2020-05-18 00:00:00-5:00,207.023575,217.058334,206.998093,214.897675,214.897675,1247099
2020-05-19 00:00:00-5:00,214.908997,215.934418,209.417969,214.59584,214.59584,758050.5625
2020-05-20 00:00:00-5:00,214.627563,215.712891,204.399231,209.976578,209.976578,798121.5
2020-05-21 00:00:00-5:00,209.9841,211.618561,191.636536,198.718918,198.718918,1210834.375
2020-05-22 00:00:00-5:00,198.698883,209.204163,196.223724,207.352509,207.352509,931303.125
2020-05-26 00:00:00-5:00,204.201767,205.003906,196.856781,200.893738,200.893738,592561.9375
2020-05-27 00:00:00-5:00,200.912857,208.44191,200.762115,208.299301,208.299301,589639.3125
2020-05-28 00:00:00-5:00,208.315033,220.550552,204.637131,220.25383,220.25383,811721.125
2020-05-29 00:00:00-5:00,220.26796,224.923294,217.560196,220.657379,220.657379,755127.25
2020-06-01 00:00:00-5:00,231.53125,251.114899,230.643738,248.269257,248.269257,1059171.875
2020-06-02 00:00:00-5:00,248.275742,253.749481,225.027466,237.7314,237.7314,1264039.875
2020-06-03 00:00:00-5:00,237.702591,245.074631,232.821243,244.536362,244.536362,631082.75
2020-06-04 00:00:00-5:00,244.550278,246.625809,236.018738,243.206238,243.206238,840564.875
2020-06-05 00:00:00-5:00,243.212173,247.879761,239.042206,240.031296,240.031296,631610.4375
2020-06-08 00:00:00-5:00,244.615295,247.755249,240.639572,246.431549,246.431549,483892.75
2020-06-09 00:00:00-5:00,246.410736,249.858078,238.201218,243.851074,243.851074,542029.625
2020-06-10 00:00:00-5:00,243.853867,250.352295,242.03479,247.822113,247.822113,586370.125
2020-06-11 00:00:00-5:00,247.850372,250.131226,225.958328,230.421524,230.421524,1080496.5
2020-06-12 00:00:00-5:00,230.346466,239.416946,228.10611,237.551529,237.551529,588495.625
2020-06-15 00:00:00-5:00,231.648468,233.652145,218.146637,230.879501,230.879501,1132253.125
2020-06-16 00:00:00-5:00,230.875565,236.024536,228.712509,235.306107,235.306107,591610.4375
2020-06-17 00:00:00-5:00,235.31665,237.286224,227.625656,233.803421,233.803421,572782.0625
2020-06-18 00:00:00-5:00,233.798096,234.624527,227.835983,231.233032,231.233032,402266.5625
2020-06-19 00:00:00-5:00,231.224762,231.94223,226.692703,228.947968,228.947968,469111.25
2020-06-22 00:00:00-5:00,227.965805,246.90126,227.449646,243.14946,243.14946,925255.625
2020-06-23 00:00:00-5:00,243.129807,244.862366,240.747025,243.136948,243.136948,521880.125
2020-06-24 00:00:00-5:00,243.139847,249.219742,231.011169,234.559738,234.559738,1078120
2020-06-25 00:00:00-5:00,234.54805,235.36441,227.474442,232.464645,232.464645,738290.5625
2020-06-26 00:00:00-5:00,232.429459,233.567047,227.693405,229.614792,229.614792,718803.375
2020-06-29 00:00:00-5:00,224.899704,227.482086,221.204376,223.159012,223.159012,440289.25
2020-06-30 00:00:00-5:00,226.914978,227.435684,223.773697,225.531448,225.531448,142270.3438
2020-07-01 00:00:00-5:00,225.575516,232.719604,224.135895,230.996353,230.996353,616774.625
2020-07-02 00:00:00-5:00,231.012085,232.029388,222.85759,226.462601,226.462601,687879.4375
2020-07-06 00:00:00-5:00,227.551941,242.03215,226.924255,241.603104,241.603104,1014263.063
2020-07-07 00:00:00-5:00,241.614609,243.791031,234.420059,239.38736,239.38736,692443.6875
2020-07-08 00:00:00-5:00,239.387375,248.895706,237.79715,246.97493,246.97493,1104273.5
2020-07-09 00:00:00-5:00,246.965561,247.865128,237.753571,241.982498,241.982498,763091.4375
2020-07-10 00:00:00-5:00,241.974045,242.154022,235.697311,241.251358,241.251358,530454.375
2020-07-13 00:00:00-5:00,242.768997,245.337097,237.265594,239.489212,239.489212,736652.0625
2020-07-14 00:00:00-5:00,239.47226,242.091934,236.97966,240.439682,240.439682,508078.125
2020-07-15 00:00:00-5:00,240.444824,241.456406,236.738129,238.556747,238.556747,508551.3438
2020-07-16 00:00:00-5:00,238.579788,239.367493,229.909164,233.578323,233.578323,816773.1875
2020-07-17 00:00:00-5:00,233.574219,234.78508,231.533417,232.697372,232.697372,425510.1563
2020-07-20 00:00:00-5:00,239.15126,239.752808,234.084778,236.026718,236.026718,420726.8125
2020-07-21 00:00:00-5:00,236.130219,246.796066,235.758575,245.647781,245.647781,836697.1875
2020-07-22 00:00:00-5:00,245.627213,269.694794,241.603928,263.930054,263.930054,993400.75
2020-07-23 00:00:00-5:00,263.952148,280.612061,259.853638,275.427856,275.427856,1539969.875
2020-07-24 00:00:00-5:00,275.364471,287.590332,265.570953,279.27713,279.27713,1262117.5
2020-07-27 00:00:00-5:00,311.114899,333.372925,310.73822,322.640625,322.640625,3390779.75
2020-07-28 00:00:00-5:00,323.078094,326.701141,305.929321,316.89563,316.89563,2150019.5
2020-07-29 00:00:00-5:00,316.908112,325.226654,312.46637,317.859314,317.859314,1668764.75
2020-07-30 00:00:00-5:00,317.827057,342.197784,314.134949,334.979462,334.979462,1724388.75
2020-07-31 00:00:00-5:00,334.968109,349.38678,328.546204,346.511627,346.511627,1837537.875
2020-08-03 00:00:00-5:00,372.439148,398.085999,366.738098,385.972107,385.972107,2482388.75
2020-08-04 00:00:00-5:00,385.9552,402.898651,380.647797,389.642609,389.642609,2176528.25
2020-08-05 00:00:00-5:00,389.595551,407.289185,384.070862,400.824036,400.824036,2235102.75
2020-08-06 00:00:00-5:00,400.779297,403.647491,390.567291,394.822266,394.822266,1482115.5
2020-08-07 00:00:00-5:00,394.832336,398.295166,363.023834,379.423737,379.423737,1846156.125
2020-08-10 00:00:00-5:00,390.246307,399.425201,384.92691,395.385773,395.385773,1491607.25
2020-08-11 00:00:00-5:00,395.737976,398.224579,367.017212,378.905518,378.905518,1765472.375
2020-08-12 00:00:00-5:00,378.917938,388.660706,365.670197,386.312042,386.312042,1191485.25
2020-08-13 00:00:00-5:00,387.318451,432.426239,376.555847,424.670746,424.670746,2046134.125
2020-08-14 00:00:00-5:00,424.694855,444.798096,417.271698,438.261353,438.261353,1561822.5
2020-08-17 00:00:00-5:00,433.739075,446.563904,420.473877,431.086334,431.086334,1243402.375
2020-08-18 00:00:00-5:00,431.045227,433.965485,414.809509,422.029724,422.029724,978825.375
2020-08-19 00:00:00-5:00,422.016754,426.826538,393.586639,407.614258,407.614258,1357465.125
2020-08-20 00:00:00-5:00,407.566895,419.132813,402.138184,415.952972,415.952972,887640.0625
2020-08-21 00:00:00-5:00,415.983398,418.766174,385.051239,387.993652,387.993652,1176223.875
2020-08-24 00:00:00-5:00,390.773865,410.617371,387.514679,407.784729,407.784729,1214396.125
2020-08-25 00:00:00-5:00,407.73761,409.101166,369.921204,383.067535,383.067535,1549778.375
2020-08-26 00:00:00-5:00,382.925446,392.926117,377.313538,385.814423,385.814423,1228897.25
2020-08-27 00:00:00-5:00,385.838074,397.124268,371.875244,383.206696,383.206696,1318433.75
2020-08-28 00:00:00-5:00,383.273865,397.900024,379.77002,395.131836,395.131836,1201657.125
2020-08-31 00:00:00-5:00,428.856873,438.903107,418.064636,433.826416,433.826416,1653837.375
2020-09-01 00:00:00-5:00,433.862518,488.798218,429.405396,475.538269,475.538269,2554237.5
2020-09-02 00:00:00-5:00,475.793884,481.353607,420.555573,439.587433,439.587433,2856705.25
2020-09-03 00:00:00-5:00,439.614716,450.746643,371.712677,381.603058,381.603058,3104927.5
2020-09-04 00:00:00-5:00,381.495453,400.339661,358.565277,385.674316,385.674316,2229480.75
2020-09-08 00:00:00-5:00,353.64978,356.68988,325.413452,337.436737,337.436737,1724145
2020-09-09 00:00:00-5:00,337.454041,360.453339,330.585785,350.927917,350.927917,1124677.75
2020-09-10 00:00:00-5:00,350.940582,377.475983,350.033234,367.980438,367.980438,1463955.25
2020-09-11 00:00:00-5:00,367.964294,375.332733,355.577087,373.710205,373.710205,1061898.25
2020-09-14 00:00:00-5:00,366.411011,384.654846,355.623383,377.161743,377.161743,1317552.625
2020-09-15 00:00:00-5:00,377.157501,382.537292,362.178406,364.098816,364.098816,1110450.5
2020-09-16 00:00:00-5:00,364.068359,373.503906,355.04248,365.156708,365.156708,1033636.5
2020-09-17 00:00:00-5:00,365.103546,394.245789,363.35199,389.415955,389.415955,1578323.125
2020-09-18 00:00:00-5:00,389.405609,392.614929,375.325592,384.456268,384.456268,1018086.813
2020-09-21 00:00:00-5:00,371.08902,376.863342,331.097534,340.296631,340.296631,1720289.875
2020-09-22 00:00:00-5:00,340.351044,346.92691,335.39801,344.238281,344.238281,1026705.75
2020-09-23 00:00:00-5:00,344.239166,344.692993,313.289398,320.753113,320.753113,1260333.125
2020-09-24 00:00:00-5:00,320.770477,353.197571,316.668396,349.043274,349.043274,1398795.125
2020-09-25 00:00:00-5:00,349.021454,358.068481,337.626099,351.982727,351.982727,1057763
2020-09-28 00:00:00-5:00,357.634644,368.261505,351.744568,353.992432,353.992432,924754.5
2020-09-29 00:00:00-5:00,353.893005,360.646973,350.430756,359.836273,359.836273,732210.125
2020-09-30 00:00:00-5:00,359.82663,361.517914,351.567169,359.852081,359.852081,584305.9375
2020-10-01 00:00:00-5:00,359.89679,370.470978,345.464691,352.897308,352.897308,952190.5625
2020-10-02 00:00:00-5:00,352.871918,354.53244,334.299225,345.646576,345.646576,980046.6875
2020-10-05 00:00:00-5:00,352.378448,356.132568,348.592651,353.660797,353.660797,454630.0938
2020-10-06 00:00:00-5:00,353.694214,355.175629,336.825195,340.773865,340.773865,796558.625
2020-10-07 00:00:00-5:00,340.821198,342.885223,332.359741,341.652527,341.652527,693506.0625
2020-10-08 00:00:00-5:00,341.654602,353.394257,334.236145,351.03067,351.03067,790538.875
2020-10-09 00:00:00-5:00,351.012421,368.417328,347.332397,365.103607,365.103607,810284.25
2020-10-12 00:00:00-5:00,374.230225,394.924469,365.613678,386.616882,386.616882,1046407.438
2020-10-13 00:00:00-5:00,386.582397,387.791779,374.518677,381.114136,381.114136,772347.0625
2020-10-14 00:00:00-5:00,381.126343,387.560638,373.17041,378.763611,378.763611,691250.0625
2020-10-15 00:00:00-5:00,378.752777,381.854889,369.897003,377.675903,377.675903,742390.3125
2020-10-16 00:00:00-5:00,377.684021,379.879639,361.222748,365.528442,365.528442,826532.8125
2020-10-19 00:00:00-5:00,378.199341,384.368195,372.569824,379.323608,379.323608,685433.375
2020-10-20 00:00:00-5:00,379.351654,380.779877,365.110321,368.575531,368.575531,765062.0625
2020-10-21 00:00:00-5:00,368.596436,401.799072,367.821991,390.646637,390.646637,1613995.75
2020-10-22 00:00:00-5:00,390.550415,420.885498,390.430939,414.108276,414.108276,1434973.125
2020-10-23 00:00:00-5:00,414.062988,419.383881,401.381805,409.199799,409.199799,920204
2020-10-26 00:00:00-5:00,405.917816,411.195068,382.280884,392.610352,392.610352,1131306.75
2020-10-27 00:00:00-5:00,392.607056,410.410431,389.884399,403.703979,403.703979,928132.125
2020-10-28 00:00:00-5:00,403.655792,409.255554,380.516571,388.29126,388.29126,1053602.125
2020-10-29 00:00:00-5:00,388.287354,393.762115,380.554596,387.198456,387.198456,713233.9375
2020-10-30 00:00:00-5:00,387.15387,392.0112,373.299927,382.544556,382.544556,932240.75
2020-11-02 00:00:00-5:00,396.710846,404.537842,377.968994,383.085999,383.085999,983659.1875
2020-11-03 00:00:00-5:00,383.064453,390.056366,370.277649,387.947235,387.947235,907056.6875
2020-11-04 00:00:00-5:00,387.966614,408.514343,376.518188,402.60611,402.60611,1471319.875
2020-11-05 00:00:00-5:00,402.723419,420.484558,395.820038,416.596924,416.596924,2009660.125
2020-11-06 00:00:00-5:00,417.20871,458.24176,415.298462,455.911438,455.911438,2326321.75
2020-11-09 00:00:00-5:00,454.459015,459.199707,433.356659,444.295441,444.295441,1436125.125
2020-11-10 00:00:00-5:00,444.080658,455.062317,438.808624,450.433685,450.433685,1150855.375
2020-11-11 00:00:00-5:00,450.439117,476.356262,449.403534,463.261108,463.261108,1591073.375
2020-11-12 00:00:00-5:00,462.801453,470.132813,451.430756,462.413452,462.413452,1355314.875
2020-11-13 00:00:00-5:00,462.570557,477.955048,457.119415,476.526001,476.526001,1246898.125
2020-11-16 00:00:00-5:00,448.175476,465.908234,445.537262,460.682159,460.682159,1068720.75
2020-11-17 00:00:00-5:00,460.569611,484.877289,459.860687,482.247345,482.247345,1433539.75
2020-11-18 00:00:00-5:00,482.249908,495.351746,456.677551,478.498718,478.498718,1984099.25
2020-11-19 00:00:00-5:00,478.509003,480.823669,464.844543,471.363495,471.363495,993667.75
2020-11-20 00:00:00-5:00,471.378143,514.404724,470.732086,510.181702,510.181702,1970089.375
2020-11-23 00:00:00-5:00,559.979736,610.445984,550.057983,608.062927,608.062927,2734813.25
2020-11-24 00:00:00-5:00,610.004822,622.925598,585.536316,604.968323,604.968323,2060222.5
2020-11-25 00:00:00-5:00,605.004333,606.013977,553.791138,569.452332,569.452332,1566899.25
2020-11-27 00:00:00-5:00,520.029602,530.914429,494.848236,518.795227,518.795227,1366453.75
2020-11-30 00:00:00-5:00,576.412781,616.802429,570.226501,616.656311,616.656311,1964213.875
2020-12-01 00:00:00-5:00,616.155945,635.887756,561.01532,586.139221,586.139221,2847758.25
2020-12-02 00:00:00-5:00,585.812317,604.898315,575.233093,596.997803,596.997803,1319983.375
2020-12-03 00:00:00-5:00,596.977051,623.622314,585.973267,615.849548,615.849548,1247079.375
2020-12-04 00:00:00-5:00,615.949646,620.082581,567.467651,569.292847,569.292847,1432416.75
2020-12-07 00:00:00-5:00,601.717834,603.23114,584.306274,591.341309,591.341309,623616.3125
2020-12-08 00:00:00-5:00,591.352112,595.105225,549.114502,554.926086,554.926086,1019016.563
2020-12-09 00:00:00-5:00,554.905823,578.898438,530.516052,573.286621,573.286621,1301424.625
2020-12-10 00:00:00-5:00,572.789978,575.286011,548.111145,559.035645,559.035645,755602.1875
2020-12-11 00:00:00-5:00,558.119202,559.854492,535.496826,544.491638,544.491638,981359
2020-12-14 00:00:00-5:00,590.393433,591.499817,575.827148,586.258118,586.258118,643721.8125
2020-12-15 00:00:00-5:00,586.308105,597.065186,578.948425,588.702332,588.702332,840443.4375
2020-12-16 00:00:00-5:00,588.814331,638.765198,580.937378,635.654846,635.654846,1571646.5
2020-12-17 00:00:00-5:00,637.271362,676.360107,625.778748,642.592102,642.592102,2244823.5
2020-12-18 00:00:00-5:00,647.359558,664.371582,632.444336,653.281433,653.281433,1111776.375
2020-12-21 00:00:00-5:00,637.516846,647.351257,596.797974,607.687622,607.687622,1104887.25
2020-12-22 00:00:00-5:00,607.713623,637.770142,587.83313,636.48175,636.48175,1150917.75
2020-12-23 00:00:00-5:00,636.432068,638.362488,550.904785,584.314636,584.314636,1589843.5
2020-12-24 00:00:00-5:00,584.199158,614.40741,566.020508,611.752747,611.752747,1090746.25
2020-12-28 00:00:00-5:00,688.531616,747.850952,683.085693,730.229553,730.229553,2117428.75
2020-12-29 00:00:00-5:00,730.226135,740.537598,689.017761,731.836426,731.836426,1414065.625
2020-12-30 00:00:00-5:00,731.854736,758.356201,716.648682,752.260376,752.260376,1251606.375
2020-12-31 00:00:00-5:00,752.294739,755.729065,721.756531,737.137695,737.137695,1096471.375
2021-01-04 00:00:00-5:00,978.539246,1164.177612,922.869568,1041.833252,1041.833252,4852298
2021-01-05 00:00:00-5:00,1041.608276,1135.08252,973.989624,1100.705688,1100.705688,3999496
2021-01-06 00:00:00-5:00,1101.241211,1213.854004,1057.853027,1209.38147,1209.38147,4221222
2021-01-07 00:00:00-5:00,1209.755371,1289.798706,1134.342041,1224.569824,1224.569824,2968263
2021-01-08 00:00:00-5:00,1225.661499,1262.290405,1085.546143,1216.751587,1216.751587,1797646.125
2021-01-11 00:00:00-5:00,1254.65979,1260.199219,912.604553,1087.469971,1087.469971,6565873.5
2021-01-12 00:00:00-5:00,1087.335571,1150.05542,1006.276306,1050.260376,1050.260376,3285628
2021-01-13 00:00:00-5:00,1050.515625,1138.146729,985.767883,1129.913452,1129.913452,2341880.75
2021-01-14 00:00:00-5:00,1129.833984,1212.214111,1086.69043,1197.88623,1197.88623,1098942.25
2021-01-15 00:00:00-5:00,1231.365967,1255.42041,1061.983765,1168.042358,1168.042358,860793.5
2021-01-19 00:00:00-5:00,1258.821899,1438.819824,1251.879395,1366.670532,1366.670532,3336157
2021-01-20 00:00:00-5:00,1365.869507,1408.158203,1234.882568,1377.090332,1377.090332,3104745.25
2021-01-21 00:00:00-5:00,1377.019897,1389.873047,1084.596191,1110.988281,1110.988281,3615014.25
2021-01-22 00:00:00-5:00,1111.647949,1275.531372,1042.544189,1233.303711,1233.303711,3263656
2021-01-25 00:00:00-5:00,1392.943726,1476.10376,1293.826294,1317.903687,1317.903687,2868895.25
2021-01-26 00:00:00-5:00,1317.64563,1378.463135,1244.99939,1366.545654,1366.545654,2581322.75
2021-01-27 00:00:00-5:00,1366.868896,1374.429932,1206.911255,1239.50769,1239.50769,3038793
2021-01-28 00:00:00-5:00,1239.461548,1360.827881,1218.323853,1330.144653,1330.144653,2127280.25
2021-01-29 00:00:00-5:00,1330.165283,1439.010864,1285.784058,1379.494263,1379.494263,3470540.75
2021-02-01 00:00:00-5:00,1312.844971,1378.058472,1270.084106,1374.372681,1374.372681,1499061.25
2021-02-02 00:00:00-5:00,1374.36792,1548.3125,1360.526001,1512.59082,1512.59082,2795281.5
2021-02-03 00:00:00-5:00,1512.777832,1669.749512,1509.053467,1665.25415,1665.25415,2288851.5
2021-02-04 00:00:00-5:00,1665.432373,1696.130127,1555.169922,1596.060181,1596.060181,2395654.75
2021-02-05 00:00:00-5:00,1596.03479,1761.233154,1590.548218,1719.340942,1719.340942,1854477.375
2021-02-08 00:00:00-5:00,1613.312378,1756.441284,1564.560547,1728.044312,1728.044312,1316675
2021-02-09 00:00:00-5:00,1737.27771,1823.202026,1710.150269,1770.150146,1770.150146,1615432.625
2021-02-10 00:00:00-5:00,1770.007935,1838.408569,1679.809448,1741.595703,1741.595703,1786933.625
2021-02-11 00:00:00-5:00,1741.243408,1819.546509,1703.780273,1786.217773,1786.217773,1121319.375
2021-02-12 00:00:00-5:00,1786.286865,1865.951904,1740.247803,1841.635986,1841.635986,1402018.625
2021-02-16 00:00:00-5:00,1779.500977,1827.125122,1723.181274,1782.220459,1782.220459,1172611.125
2021-02-17 00:00:00-5:00,1782.144897,1855.672729,1733.220581,1850.093872,1850.093872,1126492.125
2021-02-18 00:00:00-5:00,1850.124878,1950.394775,1850.021729,1939.485229,1939.485229,1310350.375
2021-02-19 00:00:00-5:00,1938.990723,1973.106812,1890.807617,1955.628906,1955.628906,1190468.25
2021-02-22 00:00:00-5:00,1934.016846,1936.894287,1538.718384,1776.714844,1776.714844,2535337.25
2021-02-23 00:00:00-5:00,1776.530518,1781.340942,1365.078369,1577.758789,1577.758789,3643479.75
2021-02-24 00:00:00-5:00,1577.806396,1712.919556,1500.143188,1623.989258,1623.989258,2065704.75
2021-02-25 00:00:00-5:00,1623.772339,1671.858643,1458.966431,1482.539429,1482.539429,1587280.625
2021-02-26 00:00:00-5:00,1482.472412,1562.582275,1399.988525,1444.869385,1444.869385,2080832.25
2021-03-01 00:00:00-5:00,1419.992432,1572.443481,1410.899902,1570.262695,1570.262695,1638830.75
2021-03-02 00:00:00-5:00,1570.308716,1603.322632,1455.768188,1487.240601,1487.240601,1461756.375
2021-03-03 00:00:00-5:00,1487.243774,1657.145264,1475.811768,1567.846069,1567.846069,1400607.875
2021-03-04 00:00:00-5:00,1568.030396,1625.219849,1506.033325,1539.219604,1539.219604,1333598.25
2021-03-05 00:00:00-5:00,1539.465698,1549.674194,1442.012451,1528.775146,1528.775146,1404425.375
2021-03-08 00:00:00-5:00,1726.779053,1843.65564,1664.88501,1833.495117,1833.495117,1580609.375
2021-03-09 00:00:00-5:00,1833.546021,1871.276978,1799.026489,1870.904907,1870.904907,1198689.75
2021-03-10 00:00:00-5:00,1870.565308,1878.07666,1757.341064,1795.172974,1795.172974,1544208.25
2021-03-11 00:00:00-5:00,1795.494873,1846.990112,1725.268188,1826.079346,1826.079346,1369233.125
2021-03-12 00:00:00-5:00,1826.673706,1842.006348,1720.265381,1766.580322,1766.580322,1351804.125
2021-03-15 00:00:00-5:00,1848.133789,1891.784668,1732.300171,1793.739746,1793.739746,1695362.875
2021-03-16 00:00:00-5:00,1794.345581,1819.811279,1712.358398,1805.076172,1805.076172,1336262.625
2021-03-17 00:00:00-5:00,1805.130371,1838.390991,1742.034058,1823.304321,1823.304321,1274165.125
2021-03-18 00:00:00-5:00,1823.732544,1849.817993,1758.935669,1776.210938,1776.210938,944301.3125
2021-03-19 00:00:00-5:00,1775.447876,1840.45166,1733.741699,1809.17395,1809.17395,813085
2021-03-22 00:00:00-5:00,1783.792603,1807.223389,1655.668823,1680.942871,1680.942871,1002294.875
2021-03-23 00:00:00-5:00,1681.1073,1721.698486,1650.601074,1668.390503,1668.390503,925868.5625
2021-03-24 00:00:00-5:00,1668.294312,1741.477783,1540.241333,1582.346436,1582.346436,1225939.75
2021-03-25 00:00:00-5:00,1582.184326,1621.999756,1548.44812,1586.36792,1586.36792,1157579.375
2021-03-26 00:00:00-5:00,1586.420288,1699.939087,1586.357178,1699.074219,1699.074219,916889.9375
2021-03-29 00:00:00-5:00,1686.923462,1840.831665,1677.134155,1816.620728,1816.620728,1030681.625
2021-03-30 00:00:00-5:00,1816.596313,1859.020386,1785.643921,1840.558594,1840.558594,863953.125
2021-03-31 00:00:00-5:00,1840.553467,1946.917114,1770.363281,1918.950195,1918.950195,1176096.375
2021-04-01 00:00:00-5:00,1919.487305,1983.985718,1885.919678,1968.085815,1968.085815,1105553.375
2021-04-05 00:00:00-5:00,2075.940918,2131.157715,2002.271606,2107.144775,2107.144775,976032.5
2021-04-06 00:00:00-5:00,2107.938721,2150.687744,2056.521484,2112.012451,2112.012451,1001248.125
2021-04-07 00:00:00-5:00,2112.480469,2128.730469,1929.124878,1963.725708,1963.725708,1269935.5
2021-04-08 00:00:00-5:00,1963.885132,2084.338379,1948.661743,2080.645752,2080.645752,784585.75
2021-04-09 00:00:00-5:00,2080.531982,2100.056641,2048.206543,2066.980713,2066.980713,689346
2021-04-12 00:00:00-5:00,2151.517822,2209.690186,2102.329834,2137.917236,2137.917236,837046.9375
2021-04-13 00:00:00-5:00,2138.040771,2317.485352,2135.901855,2299.159424,2299.159424,1169797.75
2021-04-14 00:00:00-5:00,2299.58374,2447.164551,2281.756348,2432.297607,2432.297607,1378242.875
2021-04-15 00:00:00-5:00,2432.898438,2544.33374,2400.226318,2514.944092,2514.944092,1073448.125
2021-04-16 00:00:00-5:00,2515.289307,2547.820557,2301.358398,2423.881348,2423.881348,1347529.125
2021-04-19 00:00:00-5:00,2237.308594,2292.130615,2072.810547,2161.756104,2161.756104,1184928.75
2021-04-20 00:00:00-5:00,2161.869141,2347.198242,2054.370605,2330.856445,2330.856445,1509453.875
2021-04-21 00:00:00-5:00,2330.795654,2469.496094,2235.820557,2357.086426,2357.086426,1547347.5
2021-04-22 00:00:00-5:00,2357.644531,2635.750977,2308.87793,2399.231689,2399.231689,2045193.375
2021-04-23 00:00:00-5:00,2398.428711,2436.164063,2086.874023,2367.373779,2367.373779,2121834.25
2021-04-26 00:00:00-5:00,2321.081299,2542.268555,2304.678223,2533.729004,2533.729004,1452948.125
2021-04-27 00:00:00-5:00,2533.092773,2674.540039,2482.035156,2666.557129,2666.557129,1231477.5
2021-04-28 00:00:00-5:00,2666.833008,2760.864258,2566.447998,2749.219971,2749.219971,1504334
2021-04-29 00:00:00-5:00,2749.220947,2798.350342,2669.48291,2757.722412,2757.722412,1360073.875
2021-04-30 00:00:00-5:00,2757.643799,2798.731934,2724.404785,2773.345459,2773.345459,997293.3125
2021-05-03 00:00:00-5:00,2950.455811,3454.416016,2950.405762,3434.390381,3434.390381,1955441.25
2021-05-04 00:00:00-5:00,3418.858643,3515.281738,3183.735596,3239.826172,3239.826172,1852082.125
2021-05-05 00:00:00-5:00,3239.55957,3541.814697,3205.928955,3526.429688,3526.429688,1408400.375
2021-05-06 00:00:00-5:00,3526.195801,3598.60791,3377.487305,3490.880127,3490.880127,1237183.25
2021-05-07 00:00:00-5:00,3490.844727,3582.63208,3354.067627,3481.395996,3481.395996,1084873.875
2021-05-10 00:00:00-5:00,3928.13501,4212.36084,3758.610352,3949.068848,3949.068848,780826.9375
