date,open,high,low,close,Adj Close,Volume,,
2021-01-04 00:00:00-5:00,33023.25781,33619.08984,29211.89258,31997.13672,31997.13672,162134.8906,,
2021-01-05 00:00:00-5:00,31997.69727,34406.5625,29746.20313,33973.15625,33973.15625,175019.9219,,
2021-01-06 00:00:00-5:00,33975.95313,36953.67969,33302.30078,36790.75391,36790.75391,193835.8281,,
2021-01-07 00:00:00-5:00,36794.9375,40386.51563,36256.08984,39447.64844,39447.64844,208289.7188,,
2021-01-08 00:00:00-5:00,39458.08984,41838.85938,37086.26563,40605.09375,40605.09375,120627.2266,,
2021-01-11 00:00:00-5:00,38161.0625,38270.27734,30335.16016,35417.94531,35417.94531,410002.7813,,
2021-01-12 00:00:00-5:00,35421.79297,36634.43359,32492.67969,34055.72656,34055.72656,207643.8438,,
2021-01-13 00:00:00-5:00,34049.83984,37855.85938,32366.01758,37375.4375,37375.4375,181741.5938,,
2021-01-14 00:00:00-5:00,37376.13281,40097.59375,36709.44922,39139.63672,39139.63672,149834.6719,,
2021-01-15 00:00:00-5:00,39140.39453,39731.76563,34391.74219,36757.3125,36757.3125,169206.9219,,
2021-01-19 00:00:00-5:00,36628.35156,37865.83594,35847.65625,35896.06641,35896.06641,109345.8672,,
2021-01-20 00:00:00-5:00,35906.67188,36416.625,33715.54297,35491.3125,35491.3125,69507.14844,,
2021-01-21 00:00:00-5:00,35480.67188,35608.96875,30069.125,30853.87891,30853.87891,211275.5625,,
2021-01-22 00:00:00-5:00,30855.74609,33837.01172,28832.02344,32965.41797,32965.41797,209447.0313,,
2021-01-25 00:00:00-5:00,32271.19727,34883.09766,31916.43945,32258.16602,32258.16602,122068.9453,,
2021-01-26 00:00:00-5:00,32255.24805,32933.40234,30838.05469,32480.44336,32480.44336,118219.7578,,
2021-01-27 00:00:00-5:00,32483.25,32569.08984,29219.76953,30381.12305,30381.12305,158896.2969,,
2021-01-28 00:00:00-5:00,30382.70313,33842.59375,29863.16797,33400.03516,33400.03516,138972.8594,,
2021-01-29 00:00:00-5:00,33396.58984,38582.16406,31936.17773,34251.81641,34251.81641,339650.125,,
2021-02-01 00:00:00-5:00,33103.32422,34719.08203,32301.80664,33529.75,33529.75,111093.3594,,
2021-02-02 00:00:00-5:00,33524.95313,35776.54297,33431.65234,35352.98438,35352.98438,91302.42188,,
2021-02-03 00:00:00-5:00,36089.57422,37686.36719,35907.55469,37645.36328,37645.36328,69617.30469,,
2021-02-04 00:00:00-5:00,37639.60156,38725.50781,36163.50391,36946.98438,36946.98438,131376.3594,,
2021-02-05 00:00:00-5:00,36945.35547,38323.93359,36576.52344,38293.14453,38293.14453,89797,,
2021-02-08 00:00:00-5:00,38833.82031,45956.22266,38007.39063,45595.29688,45595.29688,129656.3984,,
2021-02-09 00:00:00-5:00,46214.30469,48174.87891,44981.51953,46451.69922,46451.69922,148518.1875,,
2021-02-10 00:00:00-5:00,46444.15625,47324.23438,43726.67969,44818.57813,44818.57813,134015.2344,,
2021-02-11 00:00:00-5:00,44822.41016,48675.375,43778.86719,47976.23438,47976.23438,129610.5859,,
2021-02-12 00:00:00-5:00,47976.32813,48980.78906,46114.64453,47327.89844,47327.89844,123952.4688,,
2021-02-16 00:00:00-5:00,47918.13672,50658.81641,47001.24609,49146.125,49146.125,128470.9141,,
2021-02-17 00:00:00-5:00,49139.29688,52624.62109,48949.52734,52130.65234,52130.65234,123757.4922,,
2021-02-18 00:00:00-5:00,52127.48828,52535.88281,50891.125,51563.1875,51563.1875,84192.125,,
2021-02-19 00:00:00-5:00,51564.59375,56368.73047,50715.5625,55920.39063,55920.39063,122095.0703,,
2021-02-22 00:00:00-5:00,57428.87109,57521.75,49454.83594,54087.6875,54087.6875,183408.5313,,
2021-02-23 00:00:00-5:00,54078.09766,54173.20313,45060.47266,48893.05859,48893.05859,229112.8281,,
2021-02-24 00:00:00-5:00,48892.47266,51382.85547,46985.47656,49694.16406,49694.16406,136071.9531,,
2021-02-25 00:00:00-5:00,49693.72266,52068.92578,46686.82813,47078.08984,47078.08984,124189.6406,,
2021-02-26 00:00:00-5:00,47081.5625,48436.05469,44101.60547,46294.66016,46294.66016,170559.0313,,
2021-03-01 00:00:00-5:00,45167.02734,49796.07813,44981.74219,49597.68359,49597.68359,122510.1094,,
2021-03-02 00:00:00-5:00,49601.92969,50206.16016,47063.38281,48462.75391,48462.75391,92092.73438,,
2021-03-03 00:00:00-5:00,48454.84766,52639.50781,48119.14453,50356.40234,50356.40234,113579.8359,,
2021-03-04 00:00:00-5:00,50358.96875,51779.05859,47508.86719,48373.85156,48373.85156,118281.5703,,
2021-03-05 00:00:00-5:00,48374.58203,49464.26953,46290.91797,48761.92969,48761.92969,115282.7109,,
2021-03-08 00:00:00-5:00,50970.65625,52410.94531,49292.02734,52384.9375,52384.9375,93987,,
2021-03-09 00:00:00-5:00,52414.41406,54909.33203,51850.46484,54896.5625,54896.5625,104763.5938,,
2021-03-10 00:00:00-5:00,54888.95313,57395.5,53017.23047,55876.35938,55876.35938,141484.3281,,
2021-03-11 00:00:00-5:00,55868.125,58152.99609,54286.42969,57780.34375,57780.34375,133676.875,,
2021-03-12 00:00:00-5:00,57810.55859,58087.9375,55008.65234,57230.07031,57230.07031,122255.6875,,
2021-03-15 00:00:00-5:00,58980.60156,60624.51953,54540.77344,55621.47656,55621.47656,168048.9531,,
2021-03-16 00:00:00-5:00,55617.13281,56942.39453,53268.29297,56908.22656,56908.22656,130744.9922,,
2021-03-17 00:00:00-5:00,56910.08203,58993.80078,54117.55859,58912.89844,58912.89844,121436.4766,,
2021-03-18 00:00:00-5:00,58940.38672,60124.65625,57016.70313,57647.23828,57647.23828,106057.1016,,
2021-03-19 00:00:00-5:00,57621.82813,59466.5625,56273,58038.55859,58038.55859,86369.92188,,
2021-03-22 00:00:00-5:00,57359.64063,58442.97266,53675.44141,54091.60547,54091.60547,99433.21094,,
2021-03-23 00:00:00-5:00,54095.26563,55837.05859,52982.75781,54356.39844,54356.39844,97441.19531,,
2021-03-24 00:00:00-5:00,54342.56641,57205.37109,51680.41797,52300.82422,52300.82422,123090.8438,,
2021-03-25 00:00:00-5:00,52295.76953,53568.81641,50323.78906,51308.27734,51308.27734,138988.9063,,
2021-03-26 00:00:00-5:00,51305.55469,55073.16797,51234.49219,55031.10938,55031.10938,102340.7969,,
2021-03-29 00:00:00-5:00,55777.81641,58408.40234,54837.10547,57631.88672,57631.88672,115641.3438,,
2021-03-30 00:00:00-5:00,57632.80859,59389.15234,57063.71875,58750.39453,58750.39453,94629.76563,,
2021-03-31 00:00:00-5:00,58755.89844,59803.71094,56851.46094,58759.32031,58759.32031,101413.8594,,
2021-04-01 00:00:00-5:00,58752.33203,59484.54688,57940.13672,58724.42188,58724.42188,79578.08594,,
2021-04-05 00:00:00-5:00,58215.85938,59274.20313,56794.87109,59083.10156,59083.10156,79885.10156,,
2021-04-06 00:00:00-5:00,59139.72656,59487.84766,57438.76563,57992.84766,57992.84766,77280.92969,,
2021-04-07 00:00:00-5:00,57995.96094,58649.79688,55472.79297,55948.10547,55948.10547,98963.17188,,
2021-04-08 00:00:00-5:00,55949.21094,58150.43359,55702.92578,58081.44531,58081.44531,69934.66406,,
2021-04-09 00:00:00-5:00,58082.24219,58889.80078,57664.27344,58129.83984,58129.83984,67479.22656,,
2021-04-12 00:00:00-5:00,60025.59766,61283.74219,59366.5,59858.17969,59858.17969,80663.76563,,
2021-04-13 00:00:00-5:00,59856.57031,63679.41406,59810.15234,63575.21875,63575.21875,102012.1875,,
2021-04-14 00:00:00-5:00,63578.75391,64857.56641,61299.01172,62957.63672,62957.63672,98552.23438,,
2021-04-15 00:00:00-5:00,62993.42188,63802.1875,62017.49219,63175.71484,63175.71484,74833.02344,,
2021-04-16 00:00:00-5:00,63182.86719,63542.30469,60151.77344,61360.46875,61360.46875,99044.51563,,
2021-04-19 00:00:00-5:00,56177.62891,57539.79297,54432.71875,55647.91406,55647.91406,94390.84375,,
2021-04-20 00:00:00-5:00,55650.96094,57073.14844,53509.94922,56449.34766,56449.34766,90603.22656,,
2021-04-21 00:00:00-5:00,56441.73828,56770.47656,53182.49219,53796.99609,53796.99609,84780.71094,,
2021-04-22 00:00:00-5:00,53792.19922,55395.84375,50489.27344,51705.24219,51705.24219,105849.1484,,
2021-04-23 00:00:00-5:00,51681.74609,52126.38281,47191.375,51129.6875,51129.6875,123897.9844,,
2021-04-26 00:00:00-5:00,49086.1875,54368.66797,48767.78125,54023.82031,54023.82031,106882.4219,,
2021-04-27 00:00:00-5:00,54012.02734,55472.95313,53258.46094,55028.86719,55028.86719,79338.375,,
2021-04-28 00:00:00-5:00,55031.79688,56427.98828,53852.12891,54855.54688,54855.54688,76799.00781,,
2021-04-29 00:00:00-5:00,54862.04297,55200.36719,52348.40234,53561.79688,53561.79688,80509.60938,,
2021-04-30 00:00:00-5:00,53562.83984,57972.76172,53034.23047,57714.14063,57714.14063,87996.64063,,
2021-05-03 00:00:00-5:00,56595.03906,58979.80469,56453.44531,57179.68359,57179.68359,81938.11719,,
2021-05-04 00:00:00-5:00,57172.66406,57204.70313,53057.88281,53278.55469,53278.55469,87093.04688,,
2021-05-05 00:00:00-5:00,53756.01563,57828.44531,53471.83203,57468.67969,57468.67969,84334.84375,,
2021-05-06 00:00:00-5:00,57466.22656,58284.27734,55299.42188,56411.83984,56411.83984,74982.6875,,
2021-05-07 00:00:00-5:00,56411.47656,58667.35156,55319.04688,57336.67188,57336.67188,85274.03906,,
2021-05-10 00:00:00-5:00,58270.23047,59543.48047,54697.01953,55939.29297,55939.29297,91072.50781,,
2021-05-11 00:00:00-5:00,55856.77344,56934.17188,54375.78906,56744.03125,56744.03125,26353.64453,,
2021-05-12 00:00:00-5:00,56708.9375,57987.40625,51495.28516,51991.92969,51991.92969,76195.19531,,
2021-05-13 00:00:00-5:00,49961.28906,51262.00781,46764.39844,49695.53516,49695.53516,89204.77344,,
2021-05-14 00:00:00-5:00,49681.09375,51476.92578,48822.30078,49864.14453,49864.14453,85666.53906,,
2021-05-17 00:00:00-5:00,46452.6875,46691.81641,42000.67969,43533.94531,43533.94531,251594.4219,,
2021-05-18 00:00:00-5:00,43563.46484,45809.05469,42258.80078,42856.46484,42856.46484,159242.4844,,
2021-05-19 00:00:00-5:00,42867.55078,43588.19531,30417.1543,36642.15234,36642.15234,315634.8125,,
2021-05-20 00:00:00-5:00,36682.23438,42470.38281,35051.37891,40549.98438,40549.98438,213655.9844,,
2021-05-21 00:00:00-5:00,40550.99219,42205.69531,33830.75781,37290.53125,37290.53125,206934.0938,,
2021-05-24 00:00:00-5:00,34700.06641,39803.67578,34155.04688,38818.39844,38818.39844,213364.1094,,
2021-05-25 00:00:00-5:00,38825.75,39684.14844,36443.11328,38337.90625,38337.90625,145620.4688,,
2021-05-26 00:00:00-5:00,38337.0625,40855.05078,37804.48438,39256.76563,39256.76563,144531.8906,,
2021-05-27 00:00:00-5:00,39256.19141,40428.63281,37148.61719,38535.17578,38535.17578,113082.5313,,
2021-05-28 00:00:00-5:00,38537.63281,38736.74609,34693.69922,35670.80078,35670.80078,120072.5,,
2021-06-01 00:00:00-5:00,37259.62891,37890.24219,35669.05859,36690.36719,36690.36719,101133.5313,,
2021-06-02 00:00:00-5:00,36691.60547,38226.79297,35921.14063,37571.54297,37571.54297,89514.66406,,
2021-06-03 00:00:00-5:00,37571.59766,39478.48047,37172.44922,39244.74609,39244.74609,100096.8594,,
2021-06-04 00:00:00-5:00,39245.375,39287.48828,35615.21875,36835.96875,36835.96875,105099.4844,,
2021-06-07 00:00:00-5:00,35798.40625,36868.33984,33333.75391,33559.11719,33559.11719,99952.70313,,
2021-06-08 00:00:00-5:00,33561.10938,34066.74219,31007.39063,33389.23047,33389.23047,159927.5938,,
2021-06-09 00:00:00-5:00,33390.14453,37534.53125,32410.17578,37387.15625,37387.15625,182345.5469,,
2021-06-10 00:00:00-5:00,37390.36719,38349.97656,35788.61719,36676.84766,36676.84766,138320.3906,,
2021-06-11 00:00:00-5:00,36681.09375,37680.17578,35938.74219,37333.36719,37333.36719,102924.3438,,
2021-06-14 00:00:00-5:00,39018.74219,41059.69531,38733.41016,40520.25391,40520.25391,140487.0469,,
2021-06-15 00:00:00-5:00,40519.88281,41326.05859,39502.01953,40148.48828,40148.48828,95337.39063,,
2021-06-16 00:00:00-5:00,40146.875,40517.30859,38113.26563,38348.37891,38348.37891,111715.8203,,
2021-06-17 00:00:00-5:00,38349.21484,39557.83984,37366.96094,38092.21484,38092.21484,102373.125,,
2021-06-18 00:00:00-5:00,38093.48828,38203.65234,35134.97266,35825.08203,35825.08203,130159.3672,,
2021-06-21 00:00:00-5:00,35603.6875,35757.30859,31266.63672,31633.14844,31633.14844,188048.8125,,
2021-06-22 00:00:00-5:00,31626.30664,33318.34375,28914.57813,32523.81836,32523.81836,202059.5469,,
2021-06-23 00:00:00-5:00,32518.05273,34810.35938,31823.12695,33679.63281,33679.63281,151343.2031,,
2021-06-24 00:00:00-5:00,33678.67969,35296.6875,32292.42188,34662.19141,34662.19141,112736.0781,,
2021-06-25 00:00:00-5:00,34666.13672,35491.5,31276.73242,31586.25,31586.25,177665.1094,,
2021-06-28 00:00:00-5:00,34705.69922,35228.45313,33865.90234,34494.48828,34494.48828,104455.7891,,
2021-06-29 00:00:00-5:00,34494.85938,36613.58984,34227.91797,35865.32031,35865.32031,114534.8594,,
2021-06-30 00:00:00-5:00,35887.11328,36098.58984,34035.30859,35047.96484,35047.96484,100718.4688,,
2021-07-01 00:00:00-5:00,35049.38672,35062.07422,32710.81445,33555.15625,33555.15625,90160.74219,,
2021-07-02 00:00:00-5:00,33502.07813,33976.17578,32700.36133,33792.34375,33792.34375,68886.91406,,
2021-07-06 00:00:00-5:00,33689.07031,35124.80469,33504.68359,34225.08984,34225.08984,77728.70313,,
2021-07-07 00:00:00-5:00,34222.69922,35063.90234,33779.58594,33866.45703,33866.45703,69050.46094,,
2021-07-08 00:00:00-5:00,33869.04688,33932.06641,32183.88672,32873.125,32873.125,95992.76563,,
2021-07-09 00:00:00-5:00,32872.76953,34096.375,32258.81836,33812.07813,33812.07813,64368.98438,,
2021-07-12 00:00:00-5:00,34258.08984,34673.92578,32652.75977,33087.09375,33087.09375,69098.5,,
2021-07-13 00:00:00-5:00,33085.32031,33339.27734,32201.29883,32730.02734,32730.02734,57060.88281,,
2021-07-14 00:00:00-5:00,32729.98828,33116.30859,31563.22656,32819.58984,32819.58984,62660.86328,,
2021-07-15 00:00:00-5:00,32819.46094,33187.14844,31124.47656,31877.53711,31877.53711,71985.91406,,
2021-07-16 00:00:00-5:00,31875.88867,32252.50195,31023.55273,31388.73828,31388.73828,66425.34375,,
2021-07-19 00:00:00-5:00,31787.63086,31902.12695,30427.50977,30841.41016,30841.41016,71945.07813,,
2021-07-20 00:00:00-5:00,30842.41406,31062.09375,29287.38086,29793.29492,29793.29492,85267.4375,,
2021-07-21 00:00:00-5:00,29793.4043,32687.68359,29489.73047,32143.15625,32143.15625,97473.11719,,
2021-07-22 00:00:00-5:00,32146.12305,32596.0332,31713.78711,32290.63477,32290.63477,61324.35547,,
2021-07-23 00:00:00-5:00,32289.51367,33649.58984,31943.43164,33637.12891,33637.12891,65201.82031,,
2021-07-26 00:00:00-5:00,35396.125,40465.02344,35220.81641,37252.49219,37252.49219,175457.9063,,
2021-07-27 00:00:00-5:00,37247.57031,39545.74219,36391.84375,39466.32813,39466.32813,123507.1797,,
2021-07-28 00:00:00-5:00,39463.53125,40880.78516,38781.33594,40022.23828,40022.23828,135290.625,,
2021-07-29 00:00:00-5:00,40022.00391,40639.46484,39211.83594,40021.28906,40021.28906,71698.8125,,
2021-07-30 00:00:00-5:00,40024.10938,42259.08984,38322.30469,42225.29688,42225.29688,88855.48438,,
2021-08-02 00:00:00-5:00,39854.4375,40472.83594,38691.17578,39148.56641,39148.56641,70829.51563,,
2021-08-03 00:00:00-5:00,39148.22656,39781.45313,37637.92578,38203.42969,38203.42969,76836.78906,,
2021-08-04 00:00:00-5:00,38202.86719,39968.27734,37508.52344,39723.92578,39723.92578,71133.91406,,
2021-08-05 00:00:00-5:00,39723.64063,41375.83984,37457.59375,40871.15234,40871.15234,110758.6172,,
2021-08-06 00:00:00-5:00,40870.42578,43391.46875,39863.27734,42843.23438,42843.23438,93700.07813,,
2021-08-09 00:00:00-5:00,43801.68359,46462.39453,42790.8125,46264.50781,46264.50781,94315.92188,,
2021-08-10 00:00:00-5:00,46259.06641,46566.22656,44656.20313,45589.95703,45589.95703,69347.35938,,
2021-08-11 00:00:00-5:00,45590.32422,46736.65625,45344.03516,45521.93359,45521.93359,60272.29297,,
2021-08-12 00:00:00-5:00,45521.62891,46215.73438,43818.01953,44405.72656,44405.72656,64334.55469,,
2021-08-13 00:00:00-5:00,44408.98047,47917.00781,44271.67578,47816.59375,47816.59375,43866.51953,,
2021-08-16 00:00:00-5:00,46986.84375,48058.47656,45665.99609,45905.74609,45905.74609,62648.57813,,
2021-08-17 00:00:00-5:00,45905.49609,47143.84766,44389.50781,44691.50781,44691.50781,67097.39844,,
2021-08-18 00:00:00-5:00,44691.96484,46006.48438,44368.44922,44707.70313,44707.70313,63572.11328,,
2021-08-19 00:00:00-5:00,44703.82422,47044.76563,43938.30469,46762.51953,46762.51953,65793.85938,,
2021-08-20 00:00:00-5:00,46762.73047,49388.04688,46632.33203,49329.17969,49329.17969,69318.625,,
2021-08-23 00:00:00-5:00,49250.125,50506.32031,49029.71875,49495.88672,49495.88672,65752.59375,,
2021-08-24 00:00:00-5:00,49495.50391,49863.24219,47596.87109,47679.19922,47679.19922,61231.80078,,
2021-08-25 00:00:00-5:00,47677.89453,49265.16797,47126.88672,48978.21875,48978.21875,55996.98047,,
2021-08-26 00:00:00-5:00,48979.41797,49358.21484,46440.76172,46839.59375,46839.59375,67865.84375,,
2021-08-27 00:00:00-5:00,46844.28125,49157.76563,46366.93359,49072.46484,49072.46484,56747.94922,,
2021-08-30 00:00:00-5:00,48778.05078,48894.94531,46866.51953,46994.87109,46994.87109,57904.15234,,
2021-08-31 00:00:00-5:00,46986.94141,48248.50781,46703.76172,47108.3125,47108.3125,61451.90625,,
2021-09-01 00:00:00-5:00,47107.32031,49147.73047,46525.44531,48814.96094,48814.96094,64082.16016,,
2021-09-02 00:00:00-5:00,48817.14453,50433.28125,48657.41016,49254.95313,49254.95313,69285.17969,,
2021-09-03 00:00:00-5:00,49255.40625,51013.12109,48324.48828,50004.73828,50004.73828,72850.79688,,
2021-09-07 00:00:00-5:00,52674.29297,52919.1875,43690.23828,46866.83594,46866.83594,90502.125,,
2021-09-08 00:00:00-5:00,46872.86719,47350.56641,44437.70703,46054.0625,46054.0625,81982.1875,,
2021-09-09 00:00:00-5:00,46051.42969,47399.78125,45514.97656,46395.34766,46395.34766,64787.40625,,
2021-09-10 00:00:00-5:00,46395.125,47035.19922,44136.82031,44851.24219,44851.24219,64869.59375,,
2021-09-13 00:00:00-5:00,46028.10938,46760.96484,43611.15234,44945.17188,44945.17188,73204.90625,,
2021-09-14 00:00:00-5:00,44944.8125,47254.47266,44619.35938,47117.46875,47117.46875,60514.41016,,
2021-09-15 00:00:00-5:00,47109.94531,48490.28516,46691.26953,48128.11328,48128.11328,59557.57422,,
2021-09-16 00:00:00-5:00,48127.82031,48541.71875,47024.43359,47745.04297,47745.04297,56429.59766,,
2021-09-17 00:00:00-5:00,47744.23828,48157.30859,46715.25781,47299.50391,47299.50391,47027.04688,,
2021-09-20 00:00:00-5:00,47244.78125,47345.51563,42504.02734,43015.66797,43015.66797,97548.32031,,
2021-09-21 00:00:00-5:00,43015.57422,43630.87891,40005.16016,40732.26563,40732.26563,110333.0547,,
2021-09-22 00:00:00-5:00,40735.49219,43998.12891,40570.96875,43554.25391,43554.25391,81642.6875,,
2021-09-23 00:00:00-5:00,43554.50391,44984.19922,43078.15625,44873.06641,44873.06641,67856.97656,,
2021-09-24 00:00:00-5:00,44875.41797,45192.47266,40829.51953,42823.68359,42823.68359,99997.85156,,
2021-09-27 00:00:00-5:00,43165.49219,44352.71094,42111.80078,42155.33984,42155.33984,55273.73828,,
2021-09-28 00:00:00-5:00,42154.66406,42784,40895.66797,41034.875,41034.875,60994.88281,,
2021-09-29 00:00:00-5:00,41030.28125,42600.88672,40758.72656,41525.10938,41525.10938,49610.80859,,
2021-09-30 00:00:00-5:00,41524.66406,44131.95703,41412.36328,43824.13672,43824.13672,67057.10156,,
2021-10-01 00:00:00-5:00,43824.82031,48492.03125,43287.8125,48147.86719,48147.86719,84343.625,,
2021-10-04 00:00:00-5:00,48211.35156,49525.55859,47010.44141,49231.91016,49231.91016,63801.44531,,
2021-10-05 00:00:00-5:00,49232.51953,51893.1875,49036.82813,51480.53125,51480.53125,74827.07031,,
2021-10-06 00:00:00-5:00,51482.31641,55752.89844,50395.98828,55324.11328,55324.11328,101315.7813,,
2021-10-07 00:00:00-5:00,55323.84766,55339.24609,53506.45313,53789.14453,53789.14453,71355.96875,,
2021-10-08 00:00:00-5:00,53791.02344,56025.94531,53623.86719,53953.375,53953.375,62929.93359,,
2021-10-11 00:00:00-5:00,54665.63672,57838.26563,54483.73438,57476.76953,57476.76953,74110.30469,,
2021-10-12 00:00:00-5:00,57474.28906,57677.30469,54098.24219,55999.93359,55999.93359,72896.04688,,
2021-10-13 00:00:00-5:00,55999.07031,57777.27344,54189.8125,57367.49609,57367.49609,71873.09375,,
2021-10-14 00:00:00-5:00,57370.32031,58526.3125,56823.96094,57349.86328,57349.86328,59041.9375,,
2021-10-15 00:00:00-5:00,57350.69531,62893.92188,56858.66406,61680.11719,61680.11719,108856.6563,,
2021-10-18 00:00:00-5:00,61527.57422,62688.50781,59863.10547,62018.60547,62018.60547,80922.92188,,
2021-10-19 00:00:00-5:00,62014.33594,64480.95703,61472.0625,64283.5,64283.5,79626.85938,,
2021-10-20 00:00:00-5:00,64283.72266,66975.4375,63501.09766,66032.1875,66032.1875,67610.625,,
2021-10-21 00:00:00-5:00,65970.10938,66641.9375,61762.21484,62199.58203,62199.58203,93861.10938,,
2021-10-22 00:00:00-5:00,62195.95703,63735.70703,60074.98438,60690.29688,60690.29688,62415.08594,,
2021-10-25 00:00:00-5:00,60850.37109,63708.03125,60649.07813,63081.25,63081.25,50292.77344,,
2021-10-26 00:00:00-5:00,63081.91797,63296.54688,59829.69141,60325.24219,60325.24219,46800.8125,,
2021-10-27 00:00:00-5:00,60325.57422,61489.50781,58095.61719,58430.21484,58430.21484,59176.08203,,
2021-10-28 00:00:00-5:00,58432.78906,62240.95703,57995.61328,60589.08594,60589.08594,56798.91016,,
2021-10-29 00:00:00-5:00,60580.83594,62940.30859,60180.96875,62259.35156,62259.35156,54382.58203,,
2021-11-01 00:00:00-5:00,61312.37109,62454.40234,59558.02344,60922.82813,60922.82813,50464.83594,,
2021-11-02 00:00:00-5:00,60922.90234,64236.01563,60639.76953,63228.13672,63228.13672,52912.60938,,
2021-11-03 00:00:00-5:00,63233.23828,63462.42578,61133.05859,62907.65625,62907.65625,46902.49219,,
2021-11-04 00:00:00-5:00,62897.48047,63091.42188,60691.32031,61406.96875,61406.96875,42811.37891,,
2021-11-05 00:00:00-5:00,61407.79688,62640.33594,60728.49609,60957.60156,60957.60156,41318.45313,,
2021-11-08 00:00:00-5:00,63283.3125,67772.63281,63283.30859,67532.24219,67532.24219,65777.89844,,
2021-11-09 00:00:00-5:00,67531.98438,68522.00781,66326.96094,66942.38281,66942.38281,52140.02344,,
2021-11-10 00:00:00-5:00,66944.85938,68990.66406,63319.69141,64897.5,64897.5,61210.02734,,
2021-11-11 00:00:00-5:00,64869.73438,65595.96875,64109.01953,64783.43359,64783.43359,47337.61328,,
2021-11-12 00:00:00-5:00,64782.99219,65405.96484,62295.97266,64127.36328,64127.36328,54626.15234,,
2021-11-15 00:00:00-5:00,65511.26563,66376.50781,63410.37891,63605.68359,63605.68359,50764.46875,,
2021-11-16 00:00:00-5:00,63602.60938,63610.12109,58802.16406,60073.58984,60073.58984,84273.9375,,
2021-11-17 00:00:00-5:00,60072.26953,60838.76563,58491.91797,60347.96875,60347.96875,65576.10938,,
2021-11-18 00:00:00-5:00,60348.30078,60967.64063,56495.88281,56904.78516,56904.78516,71966.82813,,
2021-11-19 00:00:00-5:00,56898.17578,58344.58203,55547.92969,58074.81641,58074.81641,68833.03906,,
2021-11-22 00:00:00-5:00,58646.38672,59387.16406,55644.81641,56265.53906,56265.53906,66858.70313,,
2021-11-23 00:00:00-5:00,56283.37109,57867.70703,55484.65234,57576.09766,57576.09766,10115.68945,,
2021-11-24 00:00:00-5:00,57579.08203,57757.15625,55896.91797,57173.26563,57173.26563,6090.90332,,
2021-11-26 00:00:00-5:00,58977.78125,59176.47656,53517.95703,53729.05469,53729.05469,75652.67188,,
2021-11-29 00:00:00-5:00,57291.86719,58845.47266,56693.55078,57798.5625,57798.5625,54180.60938,,
2021-11-30 00:00:00-5:00,57800.02734,59194.27344,55890.85547,56960.63281,56960.63281,59687.82031,,
2021-12-01 00:00:00-5:00,56954.27344,59058.8125,56468.5625,57201.11328,57201.11328,61805.67969,,
2021-12-02 00:00:00-5:00,57200.10156,57390.81641,55832.08594,56487.66406,56487.66406,51652.38672,,
2021-12-03 00:00:00-5:00,56503.55859,57458.51172,52697.6875,53624.36328,53624.36328,64706.64844,,
2021-12-06 00:00:00-5:00,49429.37109,50947.04688,47196.83984,50475.79688,50475.79688,72179.73438,,
2021-12-07 00:00:00-5:00,50470.86328,51953.15234,50046.34375,50602.94922,50602.94922,55028.33984,,
2021-12-08 00:00:00-5:00,50603.80078,51209.79688,48614.29688,50484.08594,50484.08594,49370.73047,,
2021-12-09 00:00:00-5:00,50489.0625,50811.75781,47327.375,47559.64844,47559.64844,54681.96094,,
2021-12-10 00:00:00-5:00,47559.01953,50052.19922,47030.14063,47156.64063,47156.64063,57515.98828,,
2021-12-13 00:00:00-5:00,50072.98438,50203.99219,45789.90625,46716.17578,46716.17578,64084.03125,,
2021-12-14 00:00:00-5:00,46713.26953,48694.39063,46299.54688,48352.89844,48352.89844,58657.28906,,
2021-12-15 00:00:00-5:00,48354.34766,49503.07422,46599.98438,48876.01172,48876.01172,61753.91406,,
2021-12-16 00:00:00-5:00,48872.05078,49394.84375,47517.75,47635.48828,47635.48828,47822.30469,,
2021-12-17 00:00:00-5:00,47636.13281,48025.62109,45470.21875,46148.00391,46148.00391,52523.29688,,
2021-12-20 00:00:00-5:00,46684.45313,47481.22656,45566.28125,46915.4375,46915.4375,54369.00391,,
2021-12-21 00:00:00-5:00,46917.39063,49334.55859,46640.41016,48900.71875,48900.71875,55463.34766,,
2021-12-22 00:00:00-5:00,48898.79297,49582.37109,48433.88281,48597.48828,48597.48828,38081.41797,,
2021-12-23 00:00:00-5:00,48598.83203,51370.71094,47971.96094,50838.71484,50838.71484,46675.10547,,
2021-12-27 00:00:00-5:00,50786.18359,52091.46484,50460.64453,50704.32813,50704.32813,44366.65625,,
2021-12-28 00:00:00-5:00,50707.70313,50709.34766,47311.19531,47544.82813,47544.82813,63873.85156,,
2021-12-29 00:00:00-5:00,47544.1875,48143.84766,46138,46466.51563,46466.51563,55828.10938,,
2021-12-30 00:00:00-5:00,46467.83984,47912.72266,45944.48047,47123.45703,47123.45703,57111.35938,,
2021-12-31 00:00:00-5:00,47124.4375,48565.91406,45668.75781,46213.79297,46213.79297,53758.25781,,
2022-01-03 00:00:00-5:00,47291.40234,47573.47656,45697.39453,46449.64844,46449.64844,38777.07031,,
2022-01-04 00:00:00-5:00,46450.66016,47557.66406,45545.48438,45827.67969,45827.67969,49025.10938,,
2022-01-05 00:00:00-5:00,45828.40625,47069.43359,42831.78516,43446.05078,43446.05078,51784.83984,,
